rank,unit,score,src_account,dst_account,top_features
237,4442428,0.99537706,323892,317393,payment_format +3.26; gfp_vs_src_in_fan +0.95; gfp_fan_in_bin4 +0.83
238,4435135,0.99530953,111341,111340,payment_format +3.89; currency_paid +0.47; gfp_vs_src_in_fan +0.45
239,4810647,0.99528015,348265,275390,payment_format +3.61; amount_paid +0.83; gfp_fan_in_bin2 +0.83
240,4830354,0.9952527,30952,24426,payment_format +3.71; gfp_fan_in_bin4 +1.13; amount_paid +0.58
241,4682562,0.99524903,95567,9827,payment_format +3.78; gfp_vs_dst_in_ratio +0.53; amount_received +0.40
242,4335559,0.99524754,315470,150173,payment_format +4.39; gfp_fan_in_bin2 +0.68; amount_paid +0.46
243,4608322,0.99520266,485079,109206,payment_format +3.81; amount_paid +0.67; currency_paid +0.54
244,4652740,0.99519134,271035,190246,payment_format +3.80; gfp_vs_dst_in_ratio +1.93; gfp_degree_out_bin8 +0.74
245,4755871,0.99509734,106624,106625,payment_format +4.40; amount_paid +0.61; gfp_fan_in_bin2 +0.53
246,4607754,0.99508864,97868,97870,payment_format +3.82; gfp_fan_in_bin4 +0.91; gfp_vs_dst_in_ratio +0.57
247,4657410,0.99507636,262388,29916,payment_format +4.01; gfp_fan_in_bin2 +0.58; amount_received +0.44
248,4736781,0.99504787,213717,257352,payment_format +3.81; amount_paid +0.67; gfp_fan_in_bin2 +0.66
249,4636633,0.9950466,443639,501173,payment_format +4.19; currency_paid +0.53; gfp_fan_in_bin2 +0.52
250,4598167,0.9950304,436467,165449,payment_format +3.09; gfp_fan_in_bin8 +1.94; amount_paid +1.43
251,4602523,0.9950264,128129,352688,payment_format +4.03; currency_paid +0.71; gfp_vs_dst_in_ratio +0.66
252,4695562,0.99502254,442788,237439,payment_format +3.32; amount_paid +1.64; currency_paid +0.71
253,4489762,0.9949809,118406,368379,payment_format +4.24; gfp_fan_in_bin2 +0.68; gfp_vs_src_out_degree +0.53
254,4602533,0.9949753,493877,30676,payment_format +3.93; gfp_vs_dst_in_ratio +0.72; gfp_vs_src_in_fan +0.55
255,4474138,0.9949586,495503,83988,payment_format +3.54; amount_paid +0.86; gfp_fan_in_bin2 +0.71
256,4496688,0.9949484,80289,394190,payment_format +3.00; amount_paid +1.84; gfp_fan_in_bin4 +0.86
257,4496680,0.9949458,296346,357165,payment_format +3.60; amount_paid +0.44; gfp_vs_dst_out_fan +0.40
258,4523051,0.9949458,249129,38632,payment_format +3.60; amount_paid +0.43; gfp_vs_dst_out_fan +0.40
259,4592969,0.9949244,69923,69924,payment_format +4.15; gfp_fan_in_bin2 +0.67; amount_paid +0.44
260,4442443,0.99492365,246933,70663,payment_format +3.08; gfp_fan_in_bin8 +1.87; amount_paid +1.01
261,4214448,0.9949233,131067,287398,payment_format +3.40; gfp_vs_src_in_fan +0.74; amount_received +0.67
262,4256892,0.9948782,256443,250646,payment_format +3.98; gfp_fan_in_bin2 +0.51; amount_received +0.39
263,4367734,0.99487203,101404,259052,payment_format +3.91; amount_paid +0.72; currency_paid +0.70
264,4362139,0.9948645,492714,99714,payment_format +4.18; currency_paid +0.63; gfp_vs_dst_in_ratio +0.54
265,4636393,0.9948644,308119,130178,payment_format +3.65; amount_paid +0.95; currency_paid +0.56
266,4698440,0.99485886,347263,334153,payment_format +3.47; gfp_fan_in_bin4 +1.47; gfp_degree_in_bin8 +0.87
267,4655883,0.9948488,375841,496976,payment_format +3.58; amount_paid +0.51; gfp_vs_dst_in_ratio +0.40
268,4420483,0.99481577,7623,311694,payment_format +3.20; amount_paid +1.03; gfp_vs_dst_in_ratio +0.66
269,4666577,0.9947944,254834,197731,payment_format +4.16; gfp_vs_dst_in_ratio +0.88; gfp_fan_in_bin2 +0.49
270,4549528,0.9947666,149447,496984,payment_format +3.82; amount_paid +0.84; gfp_vs_dst_in_ratio +0.70
271,4806420,0.9947444,72750,315779,payment_format +3.56; gfp_fan_in_bin4 +1.08; amount_paid +0.83
272,4693270,0.9947359,390483,476974,payment_format +4.14; gfp_vs_dst_in_ratio +0.60; currency_paid +0.55
273,4472691,0.99473286,377125,386267,payment_format +3.89; gfp_fan_in_bin2 +0.77; gfp_vs_dst_out_ratio +0.53
274,4717676,0.9947246,144337,416128,payment_format +3.40; amount_paid +1.02; currency_paid +0.48
275,4789532,0.9947233,318908,511782,payment_format +3.46; gfp_fan_in_bin8 +1.27; gfp_degree_in_bin8 +0.71
276,4442426,0.9946983,320791,33525,payment_format +3.53; gfp_vs_dst_out_fan +0.41; amount_paid +0.39
277,4444696,0.99468744,412572,41011,payment_format +3.70; amount_paid +0.70; gfp_vs_dst_in_ratio +0.66
278,4709116,0.9946818,266604,249932,payment_format +4.17; currency_paid +0.70; gfp_fan_in_bin2 +0.64
279,4843956,0.9946561,346157,350130,payment_format +3.76; gfp_fan_in_bin4 +1.01; amount_paid +0.82
280,4463800,0.9946344,132665,141702,payment_format +3.93; gfp_vs_src_out_degree +0.93; gfp_fan_in_bin2 +0.66
281,4766416,0.9946202,53639,357356,payment_format +4.04; gfp_fan_in_bin2 +0.50; amount_paid +0.49
282,4776964,0.99459887,282608,9381,payment_format +4.26; amount_paid +0.64; gfp_vs_dst_in_ratio +0.58
283,4737240,0.99457246,7965,272321,payment_format +3.89; gfp_fan_in_bin2 +0.62; amount_paid +0.52
284,4706957,0.9944963,261804,196112,payment_format +4.11; gfp_degree_in_bin8 +0.86; amount_paid +0.82
285,4419611,0.9944746,262902,70303,payment_format +3.54; amount_paid +0.88; gfp_vs_dst_out_ratio +0.69
286,4558046,0.9944727,401099,312928,payment_format +3.77; amount_paid +1.23; gfp_fan_in_bin2 +0.54
287,4674179,0.9944614,90750,505770,payment_format +4.11; amount_paid +0.85; gfp_fan_in_bin2 +0.77
288,4549533,0.9944523,351880,204019,payment_format +3.81; gfp_fan_in_bin2 +1.18; currency_paid +0.76
289,4475567,0.9944431,111396,270098,payment_format +4.43; gfp_fan_in_bin2 +0.77; currency_paid +0.58
290,4272553,0.9944194,67812,514972,payment_format +4.04; amount_paid +0.73; gfp_vs_dst_in_ratio +0.49
291,4523044,0.99441165,162503,311975,payment_format +4.20; gfp_degree_in_bin8 +0.92; amount_paid +0.79
292,4513432,0.994399,72259,357647,payment_format +3.73; gfp_fan_in_bin2 +0.68; amount_paid +0.53
293,4573818,0.9943581,201689,254936,payment_format +3.34; amount_paid +1.81; currency_paid +0.75
294,4500804,0.9943561,251974,501108,payment_format +3.99; amount_paid +0.88; currency_paid +0.34
295,4576205,0.99430096,495657,56375,payment_format +3.60; amount_paid +0.45; gfp_vs_dst_out_fan +0.40
296,4301284,0.9942859,97200,496260,payment_format +3.84; currency_paid +0.63; gfp_fan_in_bin2 +0.51
297,4709754,0.9942741,53463,94752,payment_format +3.63; gfp_fan_in_bin8 +1.32; amount_paid +0.62
298,4679774,0.9942735,194084,194602,payment_format +3.63; amount_paid +0.81; gfp_vs_dst_in_ratio +0.53
299,4451118,0.99426657,492874,375288,payment_format +3.14; amount_paid +1.66; gfp_fan_in_bin4 +0.64
300,4850586,0.99423885,155739,401084,payment_format +3.53; amount_paid +2.12; gfp_vs_src_in_fan +0.62
301,4829414,0.9942016,6953,261500,payment_format +3.64; gfp_fan_in_bin4 +0.99; amount_paid +0.80
302,4709115,0.9941964,234063,426696,payment_format +4.09; currency_paid +0.72; gfp_fan_in_bin2 +0.64
303,4703660,0.99419504,358590,136312,payment_format +3.91; currency_paid +0.57; gfp_fan_in_bin2 +0.53
304,4655889,0.9941837,119511,27025,payment_format +4.03; gfp_fan_in_bin2 +0.64; amount_paid +0.62
305,4760756,0.99417263,194172,337806,payment_format +3.93; gfp_vs_dst_in_ratio +0.80; amount_paid +0.44
306,4267073,0.9941362,211452,211449,payment_format +3.75; currency_paid +0.83; amount_paid +0.58
307,4471478,0.9941042,349994,37395,payment_format +3.34; amount_paid +1.39; gfp_fan_in_bin2 +0.61
308,4397239,0.9940487,148891,303974,payment_format +3.51; gfp_vs_dst_in_ratio +0.86; amount_paid +0.58
309,4789527,0.9940118,494057,295004,payment_format +3.90; gfp_vs_dst_in_ratio +0.82; gfp_vs_src_in_fan +0.53
310,4572247,0.99400055,174470,174469,payment_format +3.42; amount_paid +1.97; currency_paid +0.56
311,4379837,0.99398863,41614,78720,payment_format +4.28; gfp_vs_dst_in_ratio +0.87; gfp_fan_in_bin2 +0.64
312,4419344,0.9939646,65221,354136,payment_format +3.28; gfp_vs_dst_in_ratio +0.49; gfp_fan_in_bin2 +0.49
313,4727841,0.9939598,410359,311640,payment_format +3.77; amount_paid +1.28; gfp_degree_in_bin8 +0.71
314,4866259,0.9939493,196034,196367,payment_format +3.93; amount_paid +0.75; gfp_vs_dst_in_ratio +0.46
315,4855958,0.99389994,9614,9615,payment_format +3.78; gfp_fan_in_bin4 +1.08; gfp_vs_dst_in_ratio +0.60
316,4648190,0.99386,371456,328726,payment_format +3.93; amount_paid +0.95; gfp_vs_src_out_ratio +0.93
317,4789911,0.9938451,7401,7403,payment_format +3.51; amount_paid +1.22; gfp_fan_in_bin2 +0.88
318,4602529,0.9938438,364834,93918,payment_format +4.10; gfp_fan_in_bin2 +0.53; amount_paid +0.52
319,4595960,0.9938345,389660,124137,payment_format +4.07; currency_paid +0.60; gfp_vs_dst_in_ratio +0.38
320,4844506,0.99382555,262360,497362,payment_format +3.63; gfp_fan_in_bin4 +0.89; amount_paid +0.66
321,4549507,0.9938251,191124,97331,payment_format +3.82; gfp_fan_in_bin2 +0.99; amount_paid +0.73
322,4766389,0.9938154,288072,397136,payment_format +3.53; amount_paid +1.35; gfp_fan_in_bin2 +0.55
323,4569867,0.9937634,130571,365261,payment_format +4.09; currency_paid +0.58; gfp_vs_dst_in_ratio +0.41
324,4441479,0.9937457,227535,227536,payment_format +3.95; gfp_fan_in_bin2 +0.70; amount_paid +0.66
325,4362142,0.99372476,7383,371236,payment_format +4.29; gfp_fan_in_bin2 +0.64; amount_paid +0.55
326,4537021,0.993665,12034,12033,payment_format +3.68; gfp_fan_in_bin2 +0.86; amount_paid +0.36
327,4756646,0.9936644,473790,121520,payment_format +4.01; gfp_fan_in_bin2 +0.55; gfp_vs_dst_in_ratio +0.51
328,4351599,0.99357975,50072,245398,payment_format +3.28; gfp_fan_in_bin2 +0.60; gfp_vs_dst_in_ratio +0.49
329,4442441,0.9935586,35786,115245,payment_format +3.87; gfp_vs_src_out_degree +0.60; gfp_fan_in_bin2 +0.52
330,4488097,0.99354726,91430,269155,payment_format +3.16; gfp_vs_dst_in_degree +1.40; amount_paid +0.89
331,4833277,0.99354374,7098,79947,payment_format +4.09; gfp_vs_dst_in_ratio +0.59; gfp_vs_dst_out_fan +0.46
332,4655905,0.9935422,338891,253821,payment_format +3.73; gfp_degree_out_bin2 +1.74; amount_paid +0.75
333,4378081,0.9935255,262334,44171,payment_format +4.20; gfp_vs_dst_in_ratio +0.62; gfp_vs_src_in_fan +0.44
334,4681392,0.9934975,487095,318553,payment_format +3.98; gfp_fan_in_bin2 +0.55; gfp_vs_dst_in_ratio +0.41
335,4417560,0.9934598,396883,30502,payment_format +3.65; amount_received +0.48; gfp_vs_dst_in_ratio +0.40
336,4302463,0.9934388,253019,303372,payment_format +3.71; gfp_vs_dst_in_ratio +0.92; currency_paid +0.50
337,4555184,0.99341947,311881,303066,payment_format +4.08; gfp_fan_in_bin2 +0.67; currency_paid +0.58
338,4629324,0.99336374,116003,70663,payment_format +3.85; gfp_fan_in_bin8 +1.55; gfp_degree_in_bin8 +1.12
339,4454573,0.99334997,291586,223746,payment_format +3.75; gfp_vs_dst_in_ratio +0.86; gfp_vs_src_in_fan +0.37
340,4496693,0.99334633,279813,198556,payment_format +3.55; gfp_fan_in_bin4 +0.89; currency_paid +0.65
341,4862269,0.9933402,496016,408388,payment_format +3.47; amount_paid +1.65; gfp_fan_in_bin2 +0.85
342,4740785,0.9933343,473354,76611,payment_format +3.55; gfp_fan_in_bin4 +1.25; gfp_vs_dst_in_ratio +0.49
343,4763418,0.9933315,389409,409874,payment_format +3.57; amount_paid +0.79; gfp_fan_in_bin2 +0.66
344,4467261,0.99331456,206178,206176,payment_format +2.97; gfp_fan_in_bin8 +1.96; amount_paid +1.26
345,4765972,0.99330634,278240,394280,payment_format +3.46; gfp_degree_in_bin8 +1.08; amount_paid +0.64
346,4755610,0.993302,101420,101422,payment_format +3.65; amount_paid +0.79; gfp_fan_in_bin2 +0.76
347,4633977,0.9932973,65109,503135,payment_format +3.75; gfp_vs_dst_in_ratio +0.83; gfp_vs_src_in_fan +0.44
348,4255728,0.9932963,187945,290237,payment_format +4.15; gfp_fan_in_bin2 +0.76; gfp_vs_src_out_degree +0.72
349,4556327,0.993274,361941,125061,payment_format +4.10; amount_paid +0.68; currency_paid +0.62
350,4789534,0.99325305,247800,297285,payment_format +4.07; gfp_fan_in_bin2 +0.59; amount_received +0.45
351,4679781,0.99323636,362857,194721,payment_format +3.19; amount_paid +1.59; gfp_vs_src_in_fan +0.43
352,4515453,0.9932231,263739,347608,payment_format +3.76; currency_paid +0.43; gfp_vs_dst_in_ratio +0.39
353,4561033,0.9932046,359683,212512,payment_format +3.58; amount_paid +1.22; currency_paid +0.81
354,4406075,0.9931978,64760,64759,payment_format +4.35; gfp_fan_in_bin2 +0.59; amount_paid +0.54
355,4275568,0.9931299,108546,354904,payment_format +4.33; gfp_vs_dst_in_ratio +0.68; gfp_fan_in_bin2 +0.57
356,4259031,0.99301165,433043,65241,payment_format +3.50; gfp_vs_dst_out_ratio +0.73; gfp_fan_in_bin2 +0.71
357,4706723,0.9930052,192451,265706,payment_format +3.47; amount_paid +1.04; currency_paid +0.54
358,4776860,0.9930025,409751,244435,payment_format +3.99; gfp_fan_in_bin2 +0.48; gfp_degree_out_bin4 +0.42
359,4712990,0.99300164,58432,278572,payment_format +3.89; gfp_vs_dst_in_ratio +0.81; amount_paid +0.66
360,4655895,0.992994,110866,186316,payment_format +3.46; gfp_fan_in_bin4 +1.39; gfp_degree_in_bin8 +0.53
361,4788456,0.9929576,291611,353017,payment_format +3.69; amount_paid +0.49; gfp_vs_dst_out_fan +0.33
362,4693088,0.9929281,355945,260327,payment_format +3.74; gfp_vs_dst_in_ratio +0.65; gfp_vs_dst_in_degree +0.57
363,4710034,0.9929097,3466,346083,payment_format +4.27; gfp_fan_in_bin2 +0.60; amount_paid +0.50
364,4706784,0.9928965,248977,375764,payment_format +3.51; gfp_vs_dst_in_ratio +0.63; currency_paid +0.45
365,4544561,0.99287874,153200,153199,payment_format +3.63; amount_paid +0.91; gfp_vs_dst_out_ratio +0.71
366,4541713,0.99284935,91620,97753,payment_format +4.01; gfp_fan_in_bin2 +0.61; currency_paid +0.51
367,4517493,0.9928478,144853,144850,payment_format +3.40; amount_paid +1.07; currency_paid +0.60
368,4815721,0.99282223,436080,93046,payment_format +4.14; gfp_vs_src_out_ratio +1.08; amount_paid +0.84
369,4817832,0.9928203,24562,404984,payment_format +3.74; gfp_fan_in_bin2 +0.63; gfp_degree_in_bin8 +0.63
370,4549500,0.9928068,353618,25796,payment_format +3.63; amount_paid +0.74; gfp_fan_in_bin2 +0.45
371,4711133,0.99280614,18936,23280,payment_format +4.20; gfp_vs_dst_in_ratio +0.47; gfp_vs_dst_out_fan +0.36
372,4372642,0.9927584,322012,341533,payment_format +3.84; gfp_fan_in_bin2 +0.57; gfp_vs_src_out_degree +0.41
373,4668464,0.99273443,227844,232303,payment_format +3.91; gfp_vs_dst_in_ratio +0.77; gfp_vs_dst_out_fan +0.35
374,4563122,0.9927043,4181,4180,payment_format +3.54; gfp_vs_dst_in_ratio +1.06; amount_paid +0.49
375,4471558,0.9926831,38870,251093,payment_format +3.38; amount_paid +0.64; gfp_vs_dst_in_ratio +0.53
376,4667280,0.99267745,210747,393455,payment_format +3.68; gfp_fan_in_bin2 +0.74; currency_paid +0.71
377,4677074,0.99267733,146223,146222,payment_format +3.87; amount_paid +0.93; currency_paid +0.61
378,4702310,0.992675,285279,274576,payment_format +4.39; currency_paid +0.56; gfp_fan_in_bin2 +0.50
379,4662203,0.9926456,253409,115759,payment_format +3.92; gfp_vs_dst_in_ratio +0.81; amount_paid +0.56
380,4709747,0.99263036,477196,409874,payment_format +3.74; gfp_vs_dst_in_ratio +0.92; amount_paid +0.63
381,4361740,0.9925706,236562,310076,payment_format +4.07; currency_paid +0.63; amount_paid +0.60
382,4363275,0.9925647,19464,19465,payment_format +4.06; amount_paid +0.43; gfp_vs_dst_out_fan +0.41
383,4603411,0.9925418,409808,15737,payment_format +3.96; amount_paid +0.62; gfp_degree_out_bin4 +0.40
384,4640750,0.9925337,334261,212339,payment_format +4.06; amount_paid +0.71; gfp_fan_in_bin2 +0.60
385,4668715,0.9925271,322773,393764,payment_format +3.86; gfp_vs_dst_in_ratio +0.66; currency_paid +0.59
386,4837648,0.992488,313008,341117,payment_format +3.55; gfp_fan_in_bin4 +0.89; amount_paid +0.83
387,4357265,0.99247074,372157,372158,payment_format +3.90; amount_paid +1.26; gfp_degree_in_bin8 +0.62
388,4856702,0.99245656,10442,21541,payment_format +4.40; gfp_fan_in_bin2 +0.50; amount_paid +0.47
389,4594094,0.9924557,256174,257946,payment_format +4.44; gfp_vs_src_out_ratio +0.54; gfp_fan_in_bin2 +0.51
390,4674565,0.99245125,97921,274286,payment_format +3.43; gfp_fan_in_bin4 +0.91; gfp_vs_dst_in_ratio +0.74
391,4619956,0.9924385,293504,79118,payment_format +3.88; amount_paid +0.55; gfp_vs_dst_in_ratio +0.47
392,4235831,0.9924373,406626,270946,payment_format +3.85; gfp_fan_in_bin2 +0.94; gfp_vs_src_out_degree +0.45
393,4434783,0.9923694,252728,105942,payment_format +3.76; gfp_fan_in_bin2 +0.67; currency_paid +0.56
394,4402191,0.9923551,360000,234975,payment_format +3.81; amount_paid +0.63; gfp_fan_in_bin2 +0.59
395,4357814,0.9923524,250209,165763,payment_format +3.79; amount_paid +1.66; gfp_vs_dst_in_ratio +0.82
396,4617970,0.9923523,367332,41594,payment_format +3.96; amount_paid +0.70; gfp_vs_dst_in_ratio +0.62
397,4801546,0.9923476,228394,495943,payment_format +3.82; gfp_fan_in_bin2 +0.54; gfp_vs_src_out_degree +0.28
398,4261863,0.9923449,111081,426097,payment_format +4.19; gfp_vs_src_out_ratio +0.75; gfp_fan_in_bin2 +0.66
399,4704504,0.99233365,148855,509278,payment_format +3.77; gfp_vs_dst_in_ratio +0.97; amount_paid +0.59
400,4846516,0.99233174,495986,268517,payment_format +4.07; amount_paid +0.79; gfp_fan_in_bin2 +0.76
401,4629327,0.9922984,91756,252946,payment_format +3.94; gfp_fan_in_bin2 +0.85; amount_paid +0.67
402,4497173,0.992297,331021,8251,payment_format +3.82; gfp_fan_in_bin2 +0.55; gfp_vs_dst_in_ratio +0.53
403,4738623,0.99229115,360515,34477,payment_format +3.75; gfp_fan_in_bin2 +0.50; gfp_vs_src_out_degree +0.35
404,4680703,0.9922841,439674,211025,payment_format +3.73; currency_paid +0.72; gfp_fan_in_bin2 +0.62
405,4818733,0.9922775,26626,357367,payment_format +4.11; gfp_vs_dst_in_ratio +0.59; amount_paid +0.50
406,4576733,0.99226636,8909,267016,payment_format +3.99; gfp_fan_in_bin2 +0.71; gfp_vs_dst_in_ratio +0.63
407,4263212,0.9922558,143492,141921,payment_format +4.25; gfp_fan_in_bin2 +0.98; gfp_vs_src_out_degree +0.48
408,4379167,0.99222845,39552,65248,payment_format +4.11; gfp_fan_in_bin2 +0.59; gfp_vs_dst_in_ratio +0.31
409,4576213,0.9921963,495658,92221,payment_format +3.37; amount_paid +1.18; gfp_vs_dst_in_ratio +0.59
410,4757209,0.99219245,111783,503945,payment_format +3.74; gfp_degree_in_bin8 +0.87; gfp_fan_in_bin2 +0.53
411,4474579,0.9921747,364866,93715,payment_format +3.50; gfp_fan_in_bin2 +0.65; currency_paid +0.60
412,4443262,0.99217117,244662,327216,payment_format +3.79; gfp_vs_dst_in_ratio +0.53; amount_paid +0.51
413,4647848,0.99217093,99852,463517,payment_format +3.47; amount_paid +0.84; currency_paid +0.61
414,4858089,0.99216473,47172,331577,payment_format +3.47; gfp_fan_in_bin4 +1.04; amount_paid +0.73
415,4566080,0.99216264,371045,60641,payment_format +4.14; amount_paid +0.59; gfp_fan_in_bin2 +0.40
416,4831503,0.99215573,51246,45614,payment_format +4.51; gfp_vs_src_out_ratio +0.55; gfp_fan_in_bin2 +0.50
417,4658912,0.99215186,23292,56490,payment_format +3.84; gfp_degree_in_bin8 +0.80; gfp_vs_src_out_degree +0.71
418,4680581,0.99212897,206457,208893,payment_format +4.07; gfp_vs_src_out_ratio +1.01; gfp_fan_in_bin2 +0.69
419,4803610,0.9921246,277733,20992,payment_format +3.95; gfp_vs_dst_in_ratio +0.76; gfp_vs_src_out_ratio +0.42
420,4866242,0.99209917,195979,514570,payment_format +3.66; amount_paid +1.28; gfp_vs_dst_in_ratio +0.61
421,4712266,0.99209565,245286,45618,payment_format +3.85; gfp_vs_dst_in_ratio +0.86; amount_paid +0.51
422,4354860,0.9920874,284545,400602,payment_format +3.77; currency_paid +0.56; gfp_vs_dst_out_fan +0.41
423,4603797,0.99207836,331249,23947,payment_format +3.59; gfp_vs_src_out_ratio +0.98; amount_paid +0.84
424,4360267,0.99205047,211549,211548,payment_format +3.44; amount_paid +1.16; gfp_vs_dst_out_ratio +0.71
425,4229691,0.9920465,132751,132752,payment_format +3.81; gfp_vs_dst_in_ratio +1.84; currency_paid +0.65
426,4587622,0.99201024,291327,436693,payment_format +3.42; amount_paid +0.88; currency_paid +0.88
427,4465363,0.9920046,468051,352236,payment_format +3.54; currency_paid +0.55; gfp_vs_dst_out_fan +0.39
428,4764847,0.9919869,250783,26941,payment_format +3.44; gfp_fan_in_bin4 +1.01; amount_paid +0.58
429,4496685,0.9919768,102646,101014,payment_format +3.67; amount_paid +1.11; gfp_vs_dst_in_ratio +0.59
430,4861335,0.9919721,418437,108230,payment_format +3.90; gfp_fan_in_bin4 +0.85; currency_paid +0.47
431,4420793,0.9919661,95567,2719,payment_format +4.12; gfp_fan_in_bin2 +0.54; amount_paid +0.41
432,4748776,0.99195987,218389,221781,payment_format +3.68; gfp_vs_dst_in_ratio +0.71; gfp_vs_src_in_fan +0.36
433,4731533,0.99193054,150603,312824,payment_format +3.69; gfp_vs_dst_in_ratio +0.86; gfp_vs_src_in_fan +0.36
434,4553424,0.99191487,69923,69924,payment_format +4.17; amount_paid +0.63; gfp_fan_in_bin2 +0.43
435,4321081,0.9919012,219439,373007,payment_format +3.95; amount_paid +0.63; gfp_vs_dst_out_fan +0.40
436,4549508,0.99187875,364834,298663,payment_format +4.18; currency_paid +0.76; amount_paid +0.54
437,4344557,0.9918651,463880,167972,payment_format +3.25; gfp_fan_in_bin8 +1.96; gfp_degree_in_bin8 +0.63
438,4389703,0.991856,12367,199905,payment_format +4.45; gfp_fan_in_bin2 +0.53; gfp_vs_src_out_ratio +0.49
439,4568010,0.99184763,97258,97257,payment_format +3.43; gfp_vs_dst_in_ratio +0.57; currency_paid +0.57
440,4781353,0.9918247,495923,88662,payment_format +3.62; amount_paid +1.13; gfp_vs_dst_in_ratio +0.70
441,4424798,0.9917998,406345,254094,payment_format +3.03; gfp_fan_in_bin8 +1.94; amount_paid +1.44
442,4664292,0.9917932,157420,157419,payment_format +3.06; amount_paid +1.46; gfp_vs_dst_in_ratio +0.81
443,4724333,0.9917795,17247,17246,payment_format +3.87; gfp_vs_dst_in_ratio +0.71; gfp_fan_in_bin2 +0.55
444,4802047,0.99175596,116965,61559,payment_format +3.57; amount_paid +0.55; gfp_vs_dst_in_ratio +0.39
445,4834009,0.991743,100594,293773,payment_format +4.04; amount_paid +0.54; gfp_vs_dst_out_fan +0.45
446,4852416,0.9917247,188073,190616,payment_format +3.83; gfp_fan_in_bin2 +0.57; gfp_vs_src_out_degree +0.41
447,4297326,0.99171937,297083,25586,payment_format +3.76; amount_paid +0.83; gfp_degree_out_bin4 +0.44
448,4576206,0.9917074,237139,366774,payment_format +3.60; currency_paid +1.98; amount_paid +0.88
449,4295550,0.9916945,282301,237439,payment_format +4.09; currency_paid +0.85; amount_paid +0.82
450,4526769,0.99167705,262853,251800,payment_format +3.43; gfp_vs_dst_in_ratio +0.56; gfp_vs_src_in_fan +0.49
451,4654918,0.9916494,224823,228852,payment_format +4.00; gfp_fan_in_bin2 +0.69; gfp_vs_src_out_degree +0.34
452,4531253,0.991646,259339,325435,payment_format +3.39; gfp_vs_dst_in_ratio +1.50; gfp_degree_out_bin8 +0.73
453,4585441,0.99164444,171728,171729,payment_format +3.85; amount_paid +1.02; currency_paid +0.55
454,4464671,0.99160075,390081,387170,payment_format +3.58; amount_paid +0.84; gfp_vs_dst_in_ratio +0.62
455,4421190,0.99159676,269491,98167,payment_format +3.79; gfp_vs_dst_in_ratio +0.65; gfp_fan_in_bin2 +0.50
456,4295495,0.9915803,236495,305665,payment_format +4.03; amount_paid +0.66; gfp_vs_dst_in_ratio +0.48
457,4493389,0.99156135,281219,183557,payment_format +3.85; gfp_degree_in_bin8 +0.81; gfp_fan_in_bin2 +0.80
458,4624376,0.99155444,495718,418657,payment_format +2.93; amount_paid +1.49; gfp_vs_src_in_degree +0.54
459,4810590,0.99154586,148154,253721,payment_format +3.94; amount_paid +0.80; gfp_fan_in_bin2 +0.77
460,4532795,0.99153125,337650,182541,payment_format +3.84; amount_paid +0.76; gfp_fan_in_bin2 +0.63
461,4399595,0.99152607,375745,189081,payment_format +4.06; amount_paid +0.62; gfp_vs_dst_out_fan +0.43
462,4843339,0.99152595,21060,21061,payment_format +3.80; amount_paid +0.81; gfp_fan_in_bin2 +0.61
463,4705561,0.9915221,172397,290638,payment_format +3.44; amount_paid +1.73; currency_paid +0.57
464,4295496,0.9914961,236507,399332,payment_format +3.58; amount_paid +1.47; currency_paid +0.62
465,4473658,0.99147487,75268,75266,payment_format +3.75; gfp_fan_in_bin8 +1.50; amount_paid +0.43
466,4717322,0.99146616,94613,329284,payment_format +3.90; gfp_vs_dst_in_ratio +0.77; currency_paid +0.42
